tce_period,tce_duration,tce_depth,tce_model_snr,tce_bin_oedp_stat,tce_impact,tce_prad,av_training_set
654.598,8.196,1293.0,7.967,3.766,0.6215,2.274,NTP
0.824848,1.639,28180.0,2883.0,19.78,0.9071,38.37,UNK
1.65569,5.0,299.2,-1.0,0.0,0.1,2.852,UNK
10.6528,2.811,752.4,17.04,0.2716,0.6788,2.408,PC
582.681,4.509,141.3,5.888,3.345,0.9245,112.6,NTP
3.40168,1.976,168.6,20.94,0.415,0.2222,1.187,PC
1.2287,1.146,460.1,28.07,0.0009345,0.7014,1.765,AFP
0.862811,3.791,122.4,8.758,3.59e-06,0.5748,3.302,NTP
1.38214,5.0,151.9,-1.0,0.0,0.1,1.683,AFP
1.38222,4.152,35.55,12.23,6.852,0.369,0.8263,AFP
11.3775,7.293,1862.0,65.01,1.17e-06,1.0,13.17,AFP
11.3776,10.97,220.4,14.21,0.3289,0.3266,2.512,AFP
39.4758,2.533,988.4,22.27,0.7034,0.6459,3.425,PC
3.47285,10.1,54.64,9.237,0.3421,0.1914,0.5533,NTP
5.03071,10.59,45.27,6.173,0.2948,0.6805,0.5359,NTP
0.640176,2.004,62.12,13.11,7.658e-07,0.7065,1.447,AFP
0.640171,2.505,49.28,9.885,0.0007087,0.6997,1.286,AFP
0.524421,1.5,483.4,-1.0,0.0,0.1,3.4,UNK
0.990541,2.428,114.8,7.841,7.829e-06,0.1309,3.257,AFP
1.02715,3.057,16.98,7.475,2.501e-24,0.04795,0.7647,UNK
2.05467,3.592,32.01,11.39,1.071e-05,0.3,1.059,AFP
2.05481,4.894,22.56,8.685,1.272,0.03372,0.8809,AFP
17.33,8.457,255100.0,4552.0,0.0,0.6982,42.5,UNK
9.93964,2.935,304.0,19.93,0.3042,0.2768,1.353,PC
1.03695,3.121,116.4,19.62,0.01392,0.932,2.663,NTP
1.35099,2.363,141.1,11.86,0.0006829,0.9879,3.425,AFP
1.35126,4.407,93.12,8.458,0.03878,0.8536,2.247,AFP
1.19696,4.021,19.08,3.384,0.3832,0.9,2.448,UNK
7.13966,3.919,517.2,25.95,0.2148,0.5434,2.331,PC
1.42294,4.603,20.56,12.2,0.0335,0.8965,1.017,AFP
1.42281,4.5,176.4,-1.0,0.0,0.1,2.615,AFP
4.11876,3.261,1615.0,68.76,0.1002,0.3013,3.256,AFP
5.18857,9.041,41.88,12.04,5.498e-06,0.9778,1.721,AFP
1.27481,0.5665,369.8,12.66,0.01213,0.7824,2.8,AFP
1.27464,0.7738,1108.0,14.39,0.03552,0.7676,4.736,AFP
0.637377,1.356,163.9,9.053,0.0,0.5,1.696,UNK
89.1179,7.76,101.2,3.912,0.1655,0.2884,1.438,NTP
563.203,7.489,373.2,5.481,4.072,0.7151,3.692,NTP
9.70421,3.328,141.8,10.64,0.02891,0.479,1.262,PC
0.646654,1.589,176.1,7.477,0.7611,0.9287,3.263,AFP
63.0729,5.361,635.0,36.51,0.07726,0.7042,6.491,PC
0.646534,1.792,24.48,9.82,9.452e-05,0.7025,1.276,UNK
1.00012,2.412,34.31,10.04,0.5279,0.4978,1.456,AFP
0.807516,2.092,223.0,12.27,0.0005924,0.9544,3.225,UNK
1.61518,4.999,329.1,15.63,0.0,0.1854,3.201,AFP
395.877,11.88,29.29,1.434,0.001563,0.8795,104.2,NTP
42.2935,17.16,216.7,9.373,0.3836,0.7164,9.48,PC
2.95417,9.929,165.9,10.44,3.812,0.5353,1.324,AFP
2.95386,8.741,173.5,11.23,0.267,0.354,1.322,AFP
0.773141,3.413,216100.0,17400.0,0.0,0.9028,135.9,UNK
407.658,11.98,95.76,2.716,0.1992,0.6612,1.587,UNK
5.19689,8.608,175.1,25.13,0.000547,0.9912,5.81,AFP
5.19727,13.87,69.34,14.57,1.103,0.1275,2.375,AFP
5.19816,13.81,65.11,15.3,0.001576,0.9015,2.684,AFP
18.7546,3.19,957.4,29.29,2.239,0.7933,1.851,PC
6.06226,14.11,51.84,12.55,0.02527,0.68,1.3,AFP
6.06394,12.2,37.83,10.06,1.061,0.6953,1.114,AFP
0.683542,2.13,18.73,7.522,4.379e-05,0.9113,1.257,AFP
0.683612,2.019,34.04,13.46,0.0,0.9148,1.7,AFP
0.756398,1.943,45.71,8.329,0.00714,0.5025,1.565,UNK
2.39795,5.425,77.86,9.146,0.02116,0.8961,2.292,UNK
0.82473,1.313,107.7,16.92,2.9069999999999997e-23,0.9008,70.56,AFP
9.99163,3.809,3733.0,242.8,0.137,0.9996,12.43,AFP
9.99162,4.318,1019.0,75.96,0.4326,0.9996,6.754,AFP
5.56647,8.277,669.1,63.02,1.044,0.2122,31.4,AFP
459.212,4.542,72.25,2.495,0.2503,0.7454,53.99,NTP
3.03462,7.62,3.318,5.504,0.1358,0.9098,0.4942,NTP
34.9898,4.197,585.5,11.7,2.424,0.01628,1.28,PC
7.05429,1.821,343.1,11.08,4.349,0.8677,1.155,PC
0.79153,1.64,134.7,21.94,0.06912,0.9763,2.497,UNK
22.755,4.608,284.9,8.003,0.01943,0.08534,2.83,UNK
11.3775,3.269,262.3,9.078,0.0,0.9,3.128,AFP
1.01982,5.172,50.46,8.967,0.1442,0.1554,41.08,NTP
5.49994,5.123,40500.0,1511.0,0.2301,5.217e-05,23.66,AFP
5.49993,4.717,1605.0,75.49,1.996,0.3351,4.757,AFP
3.22178,3.304,46690.0,2859.0,3.381,0.782,25.21,AFP
3.22177,2.895,1283.0,94.77,6.828,0.9525,4.685,AFP
0.990531,2.019,206.1,13.04,2.5209999999999998e-23,0.1,4.365,AFP
1.38265,3.702,397.2,18.48,0.0,0.9603,7.452,UNK
28.0279,17.23,243400.0,5275.0,175.7,0.6888,32.59,AFP
28.0277,4.5,139100.0,-1.0,0.0,0.1,20.67,AFP
1.375,5.051,26.21,8.16,0.001903,0.7563,0.8095,NTP
0.737213,1.524,119.5,11.31,0.07353,0.2104,0.8589,AFP
0.737207,1.826,114.0,12.26,0.051,0.5112,0.8657,AFP
0.557869,1.905,4958.0,27.76,0.0,0.6219,12.5,NTP
4.35009,2.617,23490.0,1446.0,0.2311,0.9538,22.4,AFP
0.913379,2.898,385800.0,5593.0,0.0,0.3558,69.57,UNK
1.80842,5.085,103.0,8.926,0.02087,0.002529,1.732,AFP
1.80839,6.072,81.5,8.261,4.783,0.4285,1.561,AFP
191.107,14.6,1688.0,11.95,3.015,1.0,11.86,UNK
5.28629,13.93,57.72,9.942,0.556,0.5227,0.7896,AFP
5.2872,14.07,59.12,11.18,2.761,0.2447,0.7791,AFP
16.0036,3.996,687.9,32.53,4.017,0.9919,3.258,AFP
1.27482,1.421,123.4,23.26,0.001186,0.9002,3.849,AFP
0.657563,2.149,27.56,5.555,1.134e-08,0.8991,1.205,AFP
0.657556,2.156,47.5,10.25,1.486e-10,0.8974,1.58,AFP
0.646635,1.5,168.7,5.789,1.608e-05,0.09809,2.742,AFP
534.203,6.905,2991.0,9.503,0.002139,0.9993,42.12,NTP
0.943559,2.24,12.97,12.54,0.1277,0.9308,0.8486,AFP
1.0002,3.152,26.63,9.025,0.3039,0.539,1.29,AFP
4.12619,11.05,48.59,8.356,0.1562,0.5064,4.135,UNK
10.7125,2.616,1211.0,30.37,0.0906,0.4355,1.904,PC
0.525597,0.8735,53.42,17.08,2.489e-12,0.9853,1.496,UNK
9.92673,3.841,719.5,83.55,0.01896,0.7004,2.811,PC
21.2235,4.989,596.8,51.91,0.1731,0.8171,2.701,PC
6.47028,3.2,112.2,15.43,2.478,0.01894,1.018,PC
493.876,15.16,660.5,7.211,3.448,0.2322,2.742,UNK
2.66383,8.708,20.28,6.846,0.00749,0.6915,0.7507,AFP
2.6684,2.854,34.12,7.782,3.1,0.8995,1.064,AFP
2.67004,4.238,31.58,7.101,0.6949,0.48,0.9042,AFP
2.7913,2.772,144.5,24.52,0.4265,0.7282,2.164,AFP
1.39562,2.809,68.87,11.82,0.0,0.3,1.402,UNK
3.26734,8.291,68.08,7.855,0.5877,0.88,2.295,AFP
3.26765,5.642,119.9,10.97,0.3924,0.9867,3.688,AFP
1.5158,5.011,28.19,10.99,2.98e-06,0.8867,1.031,NTP
1.21267,2.337,34.3,10.91,0.667,0.9741,1.264,UNK
3.91791,2.401,110.0,11.87,0.7141,0.3335,0.8528,PC
1.46029,2.217,13.71,8.433,4.741,0.7031,0.6219,UNK
0.530232,1.351,216.2,14.85,0.01889,0.3247,4.616,UNK
0.604375,2.0,199.8,-1.0,0.0,0.1,4.384,UNK
0.53167,2.575,5.361,1.407,0.7747,0.7658,0.405,AFP
0.531486,1.799,11.55,2.281,0.0,0.8999,0.6348,AFP
0.531496,2.0,123.8,-1.0,0.0,0.1,1.804,AFP
0.893538,2.914,21.55,6.969,0.4607,0.1,1.091,NTP
1.55369,6.553,27.35,10.92,0.004275,0.5404,1.227,UNK
0.932356,3.505,23.8,11.09,3.631e-08,0.3,1.81,AFP
58.362,6.42,5440.0,189.8,3.728,0.507,7.163,PC
5.35017,2.344,758.7,75.92,1.359,0.6918,2.798,PC
26.6566,4.98,168.3,13.9,2.149,0.7979,4.431,PC
4.44102,8.808,33.63,8.526,0.1682,0.6727,1.875,PC
4.23325,5.952,51.05,8.042,0.4374,0.1,1.169,AFP
4.23196,8.404,48.88,8.74,1.096,0.6166,1.197,AFP
0.514812,1.955,152.9,15.79,0.002316,0.07963,3.779,AFP
23.5992,2.051,236.0,6.753,0.9573,0.4926,1.033,NTP
0.784354,2.022,216.9,14.15,0.03089,0.6211,1.047,AFP
0.784396,2.175,2062.0,79.68,0.4104,1.0,12.18,NTP
2.66595,5.0,164.5,14.38,0.7677,0.485,0.994,AFP
24.1737,3.456,513.2,18.86,2.943,0.932,2.24,PC
4.29261,2.092,252.7,10.4,0.2447,0.6411,1.631,UNK
1.23494,3.381,65.32,8.535,0.0,0.7,1.407,NTP
4.35011,1.841,1027.0,72.11,3.021,0.3151,3.087,AFP
18.1641,2.944,965.2,82.99,1.379,0.2835,2.015,PC
5.71489,2.343,440.1,66.33,1.061,0.535,1.412,PC
1.80835,5.693,102.3,11.73,0.01335,0.4583,1.752,AFP
3.32936,9.629,27.68,5.471,0.2167,0.5038,0.7797,AFP
1.6648,6.766,40.06,9.531,7.42e-07,0.8455,1.031,UNK
16.0033,3.44,213.7,12.02,0.05068,0.2803,1.01,AFP
1.11472,3.99,32.75,12.09,1.737,0.7552,1.195,AFP
1.11297,4.306,31.99,9.667,4.755,0.6133,1.139,AFP
0.934887,1.369,267.1,58.85,1.344,0.3,2.866,PC
2.99792,4.344,44.69,13.41,0.0001674,0.1004,0.8285,PC
0.843513,2.476,49.73,13.57,0.05823,0.3021,0.7353,AFP
0.843507,2.399,39.08,11.38,1.163e-24,0.3,0.6518,AFP
4.6933,5.163,14380.0,2983.0,0.08891,0.3537,18.14,AFP
0.943872,2.341,14.71,11.67,0.05061,0.9,0.8807,AFP
158.123,2.735,999.9,7.871,0.01737,0.03335,50.87,UNK
0.616328,1.361,43.69,10.62,2.833e-24,0.8995,1.276,UNK
0.739718,1.526,61.61,10.29,1.5309999999999999e-24,0.4989,1.354,UNK
0.56153,3.706,38.49,9.934,0.0005426,0.03943,0.9286,UNK
0.560339,1.069,134.6,14.66,0.3185,0.2047,1.95,UNK
0.534902,1.707,23.78,3.238,8.207e-09,0.9,0.95,UNK
116.452,16.28,2366.0,23.47,17.0,0.08402,3.507,PC
0.705018,1.223,130.8,23.09,0.01563,0.5115,0.9032,AFP
0.70501,1.206,106.7,19.52,0.04662,0.5299,0.8184,AFP
48.1188,5.272,70830.0,2511.0,1.066,0.9321,34.93,AFP
48.1188,4.748,8761.0,328.6,8.19,0.974,12.99,AFP
0.863865,3.547,114.8,19.76,0.0001371,0.2947,1.549,NTP
1.57418,1.666,13.69,0.874,2.374,0.9929,0.7337,AFP
1.57286,6.0,59.19,-1.0,0.0,0.1,1.103,AFP
3.26746,11.61,89.83,12.24,2.755,0.5426,2.352,AFP
4.47768,14.38,35.74,7.82,0.5635,0.8971,0.711,AFP
4.47759,16.6,57.46,11.32,2.218,0.492,0.7754,AFP
0.704394,1.594,116.7,14.37,0.001444,0.1396,1.544,UNK
576.445,5.102,11980.0,24.46,0.0,1.0,14.94,NTP
483.854,4.378,4947.0,15.12,5.509e-05,1.0,9.897,NTP
0.979137,2.332,119.1,16.56,0.005987,0.3012,0.852,AFP
13.7875,2.554,12930.0,2265.0,2.21,0.9892,27.72,AFP
1.19622,4.614,0.1958,0.08667,6.919e-11,0.8637,0.08551,NTP
0.817368,1.185,37.81,13.81,2.401e-11,0.9897,1.452,UNK
0.59966,1.933,193.6,15.23,1.63e-05,0.7,6.002,AFP
0.599666,2.012,197.9,14.31,0.01883,0.6986,6.065,AFP
0.932381,2.899,29.42,14.68,0.5013,0.6657,2.098,AFP
17.8337,4.871,324.8,126.7,0.0542,0.9037,2.887,PC
33.4178,4.724,1180.0,27.58,0.2771,0.9202,3.183,PC
482.618,10.02,412.3,5.176,0.6561,0.6382,1.679,NTP
1.50646,2.745,18.22,8.746,0.341,0.7175,0.7162,AFP
12.7187,2.475,8204.0,496.8,0.04241,0.9828,24.03,AFP
12.7186,18.17,170.3,11.93,2.73,0.996,3.739,AFP
0.514823,1.48,141.0,14.87,9.221e-05,0.9003,4.145,AFP
0.987327,2.53,23.6,21.79,2.012,0.313,1.081,AFP
0.572652,1.468,96.28,11.78,0.0008543,0.7029,3.35,UNK
1.43604,2.253,122.5,8.465,0.07086,0.9878,4.766,AFP
2.66588,7.155,158000.0,11230.0,0.0,0.9098,69.44,UNK
2.66581,5.361,36.34,10.1,0.796,0.4998,0.8414,AFP
0.942985,1.165,323.9,17.36,0.03573,0.9014,1.556,AFP
0.943017,1.106,379.4,20.23,5.203e-18,0.3,1.323,AFP
0.854847,2.947,64.34,7.916,0.01565,0.565,1.363,NTP
3.26015,6.767,35.81,12.96,1.443,0.5002,1.438,AFP
3.25975,3.998,26.87,9.025,0.7137,0.2395,1.219,AFP
3.25974,5.336,23.8,9.389,0.4805,0.8985,1.322,AFP
122.386,7.311,741.9,36.54,0.328,0.6885,1.911,PC
267.283,7.686,468.4,13.33,1.252,0.254,1.399,PC
12.442,3.572,80.24,9.268,0.4127,0.7194,0.6365,PC
4.96055,3.019,21.68,12.66,0.00401,0.501,0.6215,PC
3.32941,10.17,61.45,16.04,0.4879,0.1,1.129,AFP
7.28111,2.594,334.9,11.26,1.062,0.648,1.509,PC
3.65718,8.564,31.27,6.634,0.2099,0.7017,0.6336,NTP
26.8476,10.07,247.2,24.71,0.00769,0.4919,3.174,PC
539.988,4.673,643.2,4.169,0.2066,0.03453,2.346,UNK
0.890786,4.254,114.9,21.65,0.01074,0.01988,2.443,AFP
0.890669,3.307,99.87,18.73,1.409e-24,0.02709,2.278,AFP
2.34665,4.516,289.1,62.98,0.0,0.9,2.977,UNK
32.5634,5.298,594.6,23.86,0.2063,0.3373,2.032,PC
59.2802,6.299,346.9,10.79,6.893e-08,0.3843,1.559,PC
1.44744,5.544,20.29,9.928,0.7086,0.003093,0.9932,NTP
1.0847,3.041,82.57,8.651,0.4782,0.6851,0.9071,AFP
0.790916,2.378,34.01,5.814,0.08393,0.5009,1.063,AFP
0.790929,2.97,107.2,13.76,5.208e-06,0.3,1.855,AFP
0.92308,4.21,41.18,7.107,0.0009654,0.7159,0.3531,UNK
1.04296,3.187,22.23,9.067,0.06064,0.3038,0.7088,AFP
1.04294,3.103,21.54,6.555,1.351,0.9146,0.8086,AFP
1.86393,2.289,156.7,39.66,0.01098,0.1805,1.945,AFP
0.984336,2.866,14.14,6.653,0.2592,0.1579,0.5956,AFP
0.984324,2.408,13.99,6.943,2.276e-05,0.5,0.6066,AFP
569.813,4.191,1579.0,5.543,1.15,0.003344,3.149,UNK
0.952758,1.685,28.54,7.999,0.01638,0.07308,0.8036,AFP
2.16539,7.82,349.7,17.78,0.3114,0.05812,2.68,UNK
0.675289,3.037,26.55,6.574,0.0007033,0.09498,0.248,UNK
0.507505,1.369,67.5,15.82,0.01668,0.223,2.064,UNK
1.65708,4.74,119.7,10.02,0.0009351,0.867,1.762,UNK
6.10282,8.982,252.9,11.72,8.245,0.07328,2.264,UNK
3.05202,10.5,177.3,-1.0,0.0,0.1,1.896,UNK
1.28164,3.174,40.27,6.856,0.5623,0.7611,0.6826,AFP
13.7865,15.41,52.72,14.94,1.559,0.02279,1.054,AFP
0.769843,1.257,80.52,24.32,0.05438,0.1,0.7182,PC
16.2954,4.945,247.0,12.75,0.06338,0.4508,1.63,PC
0.573463,1.799,62.08,12.27,0.06093,0.5432,1.962,AFP
0.573467,1.423,70.75,15.31,0.002014,0.9007,2.341,AFP
0.696594,2.5,122.2,-1.0,0.0,0.1,2.67,UNK
0.593662,2.121,32.4,8.729,1.027e-24,0.1,0.7031,UNK
421.428,8.612,97020.0,3173.0,0.005685,0.3622,54.3,AFP
4.44739,10.23,84.79,27.65,0.006018,0.853,1.039,AFP
4.44723,12.14,123.2,14.98,0.3376,0.5878,0.8881,AFP
4.44706,5.861,20.83,10.45,0.3008,0.9878,0.6796,AFP
491.259,17.43,613.2,8.876,8.04,0.5137,2.621,UNK
374.874,10.43,953.4,14.91,0.8917,0.5355,4.275,PC
3.73087,2.847,191.6,22.95,1.616,0.6923,1.293,PC
5.42476,1.165,8237.0,85.59,2.065,0.2813,5.34,PC
1.43611,3.265,116.3,9.189,0.01461,0.1062,3.467,AFP
14.1227,14.78,117.3,16.52,12.02,0.1875,2.317,NTP
1.49268,5.399,70.16,20.91,5.832e-07,0.8882,3.272,UNK
0.529797,2.389,0.49,0.1419,0.0,0.7761,0.08317,AFP
0.525642,1.643,37.65,8.506,4.51e-05,0.4984,0.6923,AFP
459.277,4.437,504.9,2.553,8.517e-06,0.7438,1.629,NTP
6.17998,2.231,828.3,29.9,1.667,0.8577,2.655,PC
0.508694,1.613,271.1,20.13,0.06041,0.8944,5.989,AFP
0.508702,1.5,524.1,-1.0,0.0,0.1,7.189,AFP
2.42647,1.758,27.52,13.23,8.905e-05,0.7012,0.8126,AFP
0.522734,0.9813,1.458,0.6282,0.0,0.9,0.2614,UNK
6.88309,1.78,30.77,11.97,0.406,0.7,0.7714,PC
21.1033,2.037,186.4,20.22,1.699,0.4681,1.572,PC
0.64044,1.118,31.12,4.139,0.0,0.5648,0.5198,AFP
0.640459,1.09,36.39,4.886,0.0,0.3,0.545,AFP
72.3832,8.163,357.0,19.79,0.1466,0.7886,4.156,PC
35.0266,2.927,122400.0,1568.0,152.0,0.9004,42.27,UNK
586.17,14.93,473.0,2.699,0.004374,0.9157,29.63,UNK
2.39872,10.82,9.151,3.974,0.006012,0.7395,1.109,NTP
0.773402,2.503,50.94,9.365,0.3054,0.7043,1.129,AFP
0.773403,1.448,61.89,7.622,2.115e-05,0.7,1.246,AFP
0.927928,3.84,148.0,16.54,0.3511,0.0009916,1.981,UNK
0.536821,1.274,230.7,10.87,0.001987,0.3822,2.522,AFP
0.953509,3.061,167.3,12.56,0.0863,0.902,3.287,AFP
0.9535,2.388,134.6,9.423,0.003593,0.9506,3.11,AFP
49.1012,6.407,804.6,35.85,0.06067,0.7106,2.801,PC
5.56787,6.199,18.99,8.155,0.02241,0.2606,1.757,UNK
0.987001,3.443,20.94,9.763,1.496e-06,0.4091,0.6657,NTP
1.57187,7.467,18.94,7.038,0.09856,0.5601,0.6422,NTP
23.8996,3.803,21140.0,562.4,28.13,0.9762,21.77,AFP
4.45419,2.409,16340.0,1008.0,4.006,0.6556,12.36,PC
24.4989,3.158,159.3,10.52,0.5337,0.009683,0.7292,UNK
0.792563,1.986,8.711,6.511,0.0007492,0.3,0.7461,NTP
0.952916,2.179,33.49,9.154,0.006255,0.9385,1.034,AFP
1.48463,5.1,57.27,8.788,0.007649,0.7163,1.208,AFP
1.48448,4.466,52.21,9.419,0.005808,0.8962,1.241,AFP
0.660847,1.64,46.11,13.5,5.693e-05,0.9525,2.05,UNK
9.30624,15.08,109.3,11.83,0.0006145,0.09061,1.5,NTP
264.464,6.759,497.2,28.26,0.02759,0.838,5.109,PC
0.736762,2.233,7.594,2.807,2.69e-10,0.9,0.5564,UNK
1.2816,3.359,63.66,11.73,1.025,0.8999,0.9323,AFP
2.13116,3.31,524.6,47.17,0.2949,0.9758,3.17,UNK
2.32942,8.236,5.261,11.64,1.194,0.7035,0.8209,UNK
1.76137,1.23,343.5,9.774,0.1449,0.05604,2.17,UNK
0.639379,1.105,23.0,8.911,9.053e-08,0.1342,0.6745,AFP
0.639375,1.184,27.46,11.45,0.07539,0.7105,0.7838,AFP
0.791757,1.663,30.89,6.164,0.07175,0.9108,1.371,UNK
14.4431,8.237,41620.0,4087.0,0.2099,0.9519,110.8,UNK
2.40566,5.097,12.9,5.574,1.129e-10,0.9002,1.049,UNK
40.5288,10.44,335.7,19.58,0.8336,0.09031,2.113,PC
157.322,21.97,155300.0,3330.0,9.329,0.8996,57.84,AFP
157.322,8.517,120000.0,1624.0,13.25,0.57,36.06,AFP
7.03378,6.231,135.1,39.76,0.1416,0.7262,1.627,AFP
61.4912,9.744,59100.0,1365.0,35.8,0.6821,22.87,AFP
61.4913,9.593,2733.0,69.6,0.733,0.9109,5.507,AFP
61.4912,9.482,3503.0,54.83,9.08,0.9203,4.441,AFP
10.8101,4.465,6163.0,740.7,6.688,0.9543,14.31,AFP
0.61474,1.481,75.99,9.152,0.0008771,0.7,3.165,UNK
0.544535,1.52,85.1,10.88,0.02942,0.899,3.638,UNK
0.510766,1.185,309.3,12.26,0.04109,0.5689,21.4,UNK
2.14404,3.372,555.3,10.64,2.916,0.1166,27.51,UNK
1.10278,3.0,281.8,-1.0,0.0,0.1,19.59,UNK
99.6736,0.8824,2507.0,14.53,0.02051,0.02405,3.913,PC
1.56222,5.023,19.46,14.67,0.03989,0.7,0.6468,AFP
1.56234,5.053,12.46,9.875,0.01502,0.1178,0.4883,AFP
1.57666,1.757,31.24,10.02,0.3723,0.9988,1.564,UNK
0.692403,0.9425,492.4,14.64,5.354e-08,0.9017,8.297,AFP
0.692392,0.8028,463.7,11.49,0.0179,0.9004,8.077,AFP
0.692398,0.9416,435.5,11.58,1.748e-18,0.9,7.792,AFP
0.6924,1.5,422.6,-1.0,0.0,0.1,6.641,AFP
1.31672,5.338,5.519,11.64,1.62e-07,0.8226,1.293,NTP
1.89025,3.68,67210.0,2128.0,813300.0,0.9851,33.98,UNK
5.45297,2.097,93.56,25.93,0.03958,0.2386,0.7939,PC
8.40115,11.36,41.58,7.803,0.3832,0.3769,1.1,AFP
2.1005,2.521,38.12,9.215,4.913e-05,0.9972,1.774,UNK
8.40028,11.82,74.61,11.6,0.008741,0.9904,2.022,AFP
0.536821,1.293,274.4,12.94,0.0,0.3838,2.751,AFP
0.739655,2.086,59.88,8.279,0.01881,0.7,2.546,UNK
0.5889,1.278,168.4,13.95,0.009133,0.2462,2.341,AFP
0.588902,1.303,170.4,14.65,0.0017,0.2075,2.351,AFP
1.18284,2.91,21.8,14.64,0.4467,0.652,1.303,PC
0.75119,2.159,4.273,3.75,1.382e-09,0.913,0.5302,UNK
1.29794,2.468,20.8,9.01,0.0007149,0.3018,1.01,UNK
0.57975,1.217,80.02,7.015,6.393e-07,0.901,1.887,AFP
390.494,10.14,314.8,6.222,6.042,0.8317,2.974,UNK
0.594458,1.499,43.79,12.34,0.001143,0.6432,2.283,AFP
0.594467,1.882,52.36,15.49,0.0003877,0.3283,2.402,AFP
0.954572,1.372,69.9,7.643,0.06344,0.9265,3.249,UNK
2.16409,2.087,946.2,18.55,0.005005,0.5079,2.127,AFP
8.31309,3.399,257.8,7.776,0.9507,0.1569,2.537,NTP
2.81519,6.931,0.003453,0.0001839,0.6795,0.8926,0.01067,NTP
2.11154,7.437,175.4,9.446,0.5033,0.7,2.22,NTP
1.58334,5.0,565.2,-1.0,0.0,0.1,3.75,NTP
14.5342,3.226,513.2,28.75,0.3455,0.4347,1.325,PC
441.179,7.864,714.1,6.932,0.1698,0.4691,2.325,UNK
0.697732,2.46,252.9,10.18,0.06889,0.8454,6.941,UNK
4.67648,14.42,213.9,7.249,0.004563,0.007166,1.417,UNK
1.47354,3.868,57.48,14.33,0.5999,0.4969,1.37,AFP
1.4735,2.034,57.36,14.22,2.098,0.9909,1.824,AFP
3.8556,3.211,16540.0,1306.0,0.1954,0.2539,13.49,PC
3.18985,5.553,128.4,11.88,7.538e-06,0.9864,3.079,UNK
1.3777,4.75,118.0,8.392,0.00236,0.1,2.175,AFP
1.37765,4.552,119.1,9.414,0.1371,0.5058,2.247,AFP
0.967472,2.5,520.3,-1.0,0.0,0.1,4.572,NTP
3.38559,1.942,119.2,15.75,1.375,0.7005,1.729,PC
0.546001,1.4,25.08,2.825,4.063,0.9478,1.284,UNK
2.06283,7.5,94.26,-1.0,0.0,0.1,3.751,AFP
2.06282,6.25,12.49,11.86,4.51e-05,0.6966,1.437,AFP
81.3147,6.061,734.6,20.47,4.819e-07,0.807,2.424,PC
2.94774,8.332,41.24,8.807,0.549,0.4525,0.7576,NTP
16.3436,5.363,856.1,31.93,2.37,0.4867,2.447,PC
0.672489,2.21,5.518,4.077,1.22e-09,0.8998,0.3903,UNK
1.78326,3.583,136.9,9.464,5.279,0.2011,1.368,UNK
0.937125,7.068,14.59,12.07,9.22e-12,0.001137,0.4526,NTP
0.507449,1.297,91.49,17.07,0.2081,0.5548,1.931,AFP
0.507441,1.319,98.9,19.5,0.007861,0.9006,2.239,AFP
0.507436,1.5,224.0,-1.0,0.0,0.1,2.922,AFP
523.272,12.4,140.5,4.786,0.4828,0.8639,1.294,NTP
5.40515,3.383,135.9,18.37,0.0,0.6801,1.593,UNK
1.3425,3.151,60.99,11.22,5.777e-09,0.9604,1.884,UNK
1.23298,4.291,30.89,4.765,0.006007,0.8964,1.252,UNK
3.5556,3.232,69.42,15.79,0.004843,0.6714,0.9557,PC
14.1889,2.71,89.45,8.018,0.3216,0.7013,3.211,UNK
4.02379,3.232,30.31,34.16,0.1036,0.9192,2.394,AFP
175.139,10.78,647.0,18.37,0.3789,0.2625,2.815,PC
77.7885,7.586,223.8,8.303,0.8894,0.848,1.865,PC
3.15326,7.902,26.18,8.433,1.004,0.7738,0.8306,AFP
3.15344,11.24,24.13,8.746,1.489,0.4634,0.7514,AFP
2.17993,4.773,255400.0,17480.0,0.0,0.6989,60.53,AFP
7.98119,1.8,7776.0,496.3,0.05251,0.9674,13.58,PC
0.560567,1.468,110.1,15.3,1.962e-16,0.7,3.518,AFP
0.560547,1.431,100.9,14.46,0.002154,0.9009,3.597,AFP
1.15463,2.776,22.74,8.828,0.04193,0.3018,1.18,AFP
3.26665,2.121,58.25,20.65,0.7505,0.6308,0.663,PC
4.27225,2.192,51.57,15.82,3.286,0.422,0.5996,PC
2.1925,2.069,22.16,9.273,2.876,0.1539,0.3847,PC
12.6451,8.527,194.0,24.98,0.1057,0.4713,1.256,PC
4.20217,9.964,39.59,11.16,0.01918,0.9284,1.254,UNK
293.705,4.006,1264.0,9.397,13.34,0.7223,3.418,UNK
7.91859,3.696,94.53,8.375,1.512,0.27,0.9914,UNK
11.3202,3.5,330800.0,-1.0,0.0,0.1,61.49,AFP
11.3203,5.853,49330.0,337.4,0.0357,0.9112,35.35,AFP
0.588909,1.5,301.0,-1.0,0.0,0.1,3.111,AFP
0.653248,1.327,24.02,9.007,0.0234,0.5091,2.763,AFP
9.01474,3.21,1033.0,16.3,0.3033,0.7012,5.958,PC
8.66783,5.05,44090.0,4797.0,12.18,0.8275,38.08,AFP
0.57975,0.9923,62.06,5.634,9.59e-26,0.9,1.664,AFP
0.66855,2.228,273.1,12.77,0.0,0.918,3.526,UNK
459.287,3.858,258.7,3.558,0.004008,0.8276,3.8,NTP
2.437,3.121,219.3,43.43,1.148,0.8961,1.719,PC
